Time (s),Angle (deg),Torque (Nm),Cycle,,
4.158,19.52,-2.131865,2,2.131865,
4.16,19.52,-2.131865,2,2.131865,
4.162,19.52,-2.131865,2,2.131865,
4.164,19.52,-2.128438,2,2.128438,
4.166,19.52,-2.124998,2,2.124998,
4.168,19.52,-2.121558,2,2.121558,
4.17,19.52,-2.118118,2,2.118118,
4.172,19.52,-2.114678,2,2.114678,
4.174,19.52,-2.111238,2,2.111238,
4.176,19.52,-2.107798,2,2.107798,
4.178,19.52,-2.104358,2,2.104358,
4.18,19.52,-2.100918,2,2.100918,
4.182,19.52,-2.097478,2,2.097478,
4.184,19.52,-2.094038,2,2.094038,
4.186,19.52,-2.091703,2,2.091703,
4.188,19.52,-2.089781,2,2.089781,
4.19,19.52,-2.087858,2,2.087858,
4.192,19.52,-2.085936,2,2.085936,
4.194,19.52,-2.084013,2,2.084013,
4.196,19.52,-2.08209,2,2.08209,
4.198,19.52,-2.080168,2,2.080168,
4.2,19.52,-2.078245,2,2.078245,
4.202,19.52,-2.076323,2,2.076323,
4.204,19.52,-2.0744,2,2.0744,
4.206,19.7053,-2.071579,2,2.071579,
4.208,19.991367,-2.068269,2,2.068269,
4.21,20.277433,-2.064959,2,2.064959,
4.212,20.5635,-2.061649,2,2.061649,
4.214,20.849567,-2.058339,2,2.058339,
4.216,21.135634,-2.055029,2,2.055029,
4.218,21.421701,-2.051719,2,2.051719,
4.22,21.707768,-2.048409,2,2.048409,
4.222,21.993834,-2.045099,2,2.045099,
4.224,22.279901,-2.041789,2,2.041789,
4.226,22.565968,-2.038479,2,2.038479,
4.228,22.852035,-2.03517,2,2.03517,
4.23,22.87,-2.032649,2,2.032649,
4.232,22.87,-2.030181,2,2.030181,
4.234,22.87,-2.027713,2,2.027713,
4.236,22.87,-2.025245,2,2.025245,
4.238,22.87,-2.022778,2,2.022778,
4.24,22.87,-2.02031,2,2.02031,
4.242,22.87,-2.017842,2,2.017842,
4.244,22.87,-2.015307,2,2.015307,
4.246,22.87,-2.012033,2,2.012033,
4.248,22.87,-2.00876,2,2.00876,
4.25,22.87,-2.005486,2,2.005486,
4.252,22.87,-2.002213,2,2.002213,
4.254,22.87,-1.998939,2,1.998939,
4.256,22.87,-1.995866,2,1.995866,
4.258,22.87,-1.993819,2,1.993819,
4.26,22.87,-1.991772,2,1.991772,
4.262,22.87,-1.989724,2,1.989724,
4.264,22.87,-1.987677,2,1.987677,
4.266,22.87,-1.98563,2,1.98563,
4.268,22.87,-1.983583,2,1.983583,
4.27,22.87,-1.981536,2,1.981536,
4.272,22.87,-1.979489,2,1.979489,
4.274,22.87,-1.977441,2,1.977441,
4.276,22.87,-1.97557,2,1.97557,
4.278,22.87,-1.973776,2,1.973776,
4.28,22.87,-1.971981,2,1.971981,
4.282,22.87,-1.970187,2,1.970187,
4.284,22.87,-1.968393,2,1.968393,
4.286,22.87,-1.966598,2,1.966598,
4.288,22.87,-1.964804,2,1.964804,
4.29,22.87,-1.963009,2,1.963009,
4.292,22.87,-1.961215,2,1.961215,
4.294,22.87,-1.959421,2,1.959421,
4.296,22.87,-1.957626,2,1.957626,
4.298,22.87,-1.95159,2,1.95159,
4.3,22.87,-1.945061,2,1.945061,
4.302,22.87,-1.938531,2,1.938531,
4.304,22.87,-1.936469,2,1.936469,
4.306,22.87,-1.934755,2,1.934755,
4.308,22.87,-1.933042,2,1.933042,
4.31,22.87,-1.931328,2,1.931328,
4.312,22.87,-1.929614,2,1.929614,
4.314,22.87,-1.9279,2,1.9279,
4.316,22.87,-1.926187,2,1.926187,
4.318,22.87,-1.924473,2,1.924473,
4.32,22.87,-1.922759,2,1.922759,
4.322,22.87,-1.921045,2,1.921045,
4.324,22.87,-1.919332,2,1.919332,
4.326,23.032008,-1.916527,2,1.916527,
4.328,23.293925,-1.913051,2,1.913051,
4.33,23.555841,-1.909574,2,1.909574,
4.332,23.817757,-1.906097,2,1.906097,
4.334,24.079674,-1.90262,2,1.90262,
4.336,24.34159,-1.899144,2,1.899144,
4.338,24.603506,-1.895667,2,1.895667,
4.34,24.865422,-1.89219,2,1.89219,
4.342,25.127339,-1.888713,2,1.888713,
4.344,25.389255,-1.885237,2,1.885237,
4.346,25.651171,-1.88176,2,1.88176,
4.348,25.79,-1.878844,2,1.878844,
4.35,25.79,-1.87656,2,1.87656,
4.352,25.79,-1.874277,2,1.874277,
4.354,25.79,-1.871993,2,1.871993,
4.356,25.79,-1.86971,2,1.86971,
4.358,25.79,-1.867426,2,1.867426,
4.36,25.79,-1.865143,2,1.865143,
4.362,25.79,-1.862859,2,1.862859,
4.364,25.79,-1.860576,2,1.860576,
4.366,25.79,-1.858221,2,1.858221,
4.368,25.79,-1.855864,2,1.855864,
4.37,25.79,-1.853508,2,1.853508,
4.372,25.79,-1.851151,2,1.851151,
4.374,25.79,-1.848794,2,1.848794,
4.376,25.79,-1.846438,2,1.846438,
4.378,25.79,-1.844081,2,1.844081,
4.38,25.79,-1.841725,2,1.841725,
4.382,25.79,-1.825007,2,1.825007,
4.384,25.79,-1.80372,2,1.80372,
4.386,25.79,-1.782433,2,1.782433,
4.388,25.79,-1.761146,2,1.761146,
4.39,25.79,-1.739859,2,1.739859,
4.392,25.79,-1.718572,2,1.718572,
4.394,25.79,-1.691582,2,1.691582,
4.396,25.79,-1.655499,2,1.655499,
4.398,25.79,-1.619416,2,1.619416,
4.4,25.79,-1.583333,2,1.583333,
4.402,25.79,-1.547251,2,1.547251,
4.404,25.79,-1.510804,2,1.510804,
4.406,25.79,-1.449335,2,1.449335,
4.408,25.79,-1.387866,2,1.387866,
4.41,25.79,-1.326397,2,1.326397,
4.412,25.79,-1.264928,2,1.264928,
4.414,25.79,-1.203459,2,1.203459,
4.416,25.79,-1.14199,2,1.14199,
4.418,25.79,-1.080521,2,1.080521,
4.42,25.79,-1.019052,2,1.019052,
4.422,25.79,-0.907572,2,0.907572,
4.424,25.79,-0.784875,2,0.784875,
4.426,25.79,-0.662178,2,0.662178,
4.428,25.79,-0.539482,2,0.539482,
4.43,25.79,-0.416785,2,0.416785,
4.432,25.79,-0.294088,2,0.294088,
4.434,25.79,-0.209655,2,0.209655,
4.436,25.79,-0.133935,2,0.133935,
4.438,25.79,-0.058215,2,0.058215,
4.44,25.79,0.017504,2,0.017504,
4.442,25.79,0.093224,2,0.093224,
4.444,25.79,0.168943,2,0.168943,
4.446,25.79,0.326628,2,0.326628,
4.448,25.79,0.490711,2,0.490711,
4.45,25.79,0.654793,2,0.654793,
4.452,25.79,0.818876,2,0.818876,
4.454,25.79,0.982958,2,0.982958,
4.456,25.79,1.147041,2,1.147041,
4.458,25.79,1.311123,2,1.311123,
4.46,25.79,1.474676,2,1.474676,
4.462,25.79,1.600639,2,1.600639,
4.464,25.79,1.726603,2,1.726603,
4.466,25.79,1.852566,2,1.852566,
4.468,25.79,1.927948,2,1.927948,
4.47,25.79,1.947458,2,1.947458,
4.472,25.79,1.966968,2,1.966968,
4.474,25.631195,1.97682,2,1.97682,
4.476,25.310377,1.97682,2,1.97682,
4.478,24.98956,1.97682,2,1.97682,
4.48,24.668742,1.97682,2,1.97682,
4.482,24.347924,1.97682,2,1.97682,
4.484,24.027106,1.97682,2,1.97682,
4.486,23.706289,1.97682,2,1.97682,
4.488,23.385471,1.97682,2,1.97682,
4.49,23.064653,1.97682,2,1.97682,
4.492,22.743835,1.97682,2,1.97682,
4.494,22.423018,1.97682,2,1.97682,
4.496,22.3,1.977947,2,1.977947,
4.498,22.3,1.979774,2,1.979774,
4.5,22.3,1.981601,2,1.981601,
4.502,22.3,1.983428,2,1.983428,
4.504,22.3,1.985256,2,1.985256,
4.506,22.3,1.987083,2,1.987083,
4.508,22.3,1.98891,2,1.98891,
4.51,22.3,1.990737,2,1.990737,
4.512,22.3,1.992565,2,1.992565,
4.514,22.3,1.994392,2,1.994392,
4.516,22.3,1.996201,2,1.996201,
4.518,22.3,1.996201,2,1.996201,
4.52,22.3,1.996201,2,1.996201,
4.522,22.3,1.996375,2,1.996375,
4.524,22.3,1.999837,2,1.999837,
4.526,22.3,2.003299,2,2.003299,
4.528,22.3,2.006762,2,2.006762,
4.53,22.3,2.010224,2,2.010224,
4.532,22.3,2.013686,2,2.013686,
4.534,22.3,2.017149,2,2.017149,
4.536,22.3,2.020611,2,2.020611,
4.538,22.3,2.024073,2,2.024073,
4.54,22.3,2.027536,2,2.027536,
4.542,22.3,2.030998,2,2.030998,
4.544,22.3,2.034461,2,2.034461,
4.546,22.3,2.03706,2,2.03706,
4.548,22.3,2.039513,2,2.039513,
4.55,22.3,2.041967,2,2.041967,
4.552,22.3,2.04442,2,2.04442,
4.554,22.3,2.046874,2,2.046874,
4.556,22.3,2.049327,2,2.049327,
4.558,22.3,2.051781,2,2.051781,
4.56,22.3,2.054234,2,2.054234,
4.562,22.3,2.059862,2,2.059862,
4.564,22.3,2.065637,2,2.065637,
4.566,22.3,2.071411,2,2.071411,
4.568,22.3,2.075369,2,2.075369,
4.57,22.3,2.078115,2,2.078115,
4.572,22.3,2.080861,2,2.080861,
4.574,22.3,2.083607,2,2.083607,
4.576,22.3,2.086352,2,2.086352,
4.578,22.3,2.089098,2,2.089098,
4.58,22.3,2.091844,2,2.091844,
4.582,22.3,2.095825,2,2.095825,
4.584,22.3,2.100853,2,2.100853,
4.586,22.3,2.105881,2,2.105881,
4.588,22.3,2.110908,2,2.110908,
4.59,22.3,2.115936,2,2.115936,
4.592,22.3,2.120964,2,2.120964,
4.594,22.3,2.125992,2,2.125992,
4.596,22.3,2.13102,2,2.13102,
4.598,22.3,2.136924,2,2.136924,
4.6,22.3,2.143006,2,2.143006,
4.602,22.3,2.149087,2,2.149087,
4.604,22.047734,2.15353,2,2.15353,
4.606,21.656654,2.157072,2,2.157072,
4.608,21.265574,2.160614,2,2.160614,
4.61,20.874494,2.164155,2,2.164155,
4.612,20.483413,2.167697,2,2.167697,
4.614,20.092333,2.171239,2,2.171239,
4.616,19.701253,2.174781,2,2.174781,
4.618,19.310173,2.178322,2,2.178322,
4.62,18.919093,2.181864,2,2.181864,
4.622,18.528013,2.185406,2,2.185406,
4.624,18.136933,2.188948,2,2.188948,
4.626,18.02,2.192487,2,2.192487,
4.628,18.02,2.196025,2,2.196025,
4.63,18.02,2.199563,2,2.199563,
4.632,18.02,2.203102,2,2.203102,
4.634,18.02,2.20664,2,2.20664,
4.636,18.02,2.210178,2,2.210178,
4.638,18.02,2.213716,2,2.213716,
4.64,18.02,2.217254,2,2.217254,
4.642,18.02,2.220792,2,2.220792,
4.644,18.02,2.224331,2,2.224331,
4.646,18.02,2.227869,2,2.227869,
4.648,18.02,2.230403,2,2.230403,
4.65,18.02,2.232595,2,2.232595,
4.652,18.02,2.234787,2,2.234787,
4.654,18.02,2.236979,2,2.236979,
4.656,18.02,2.239171,2,2.239171,
4.658,18.02,2.241363,2,2.241363,
4.66,18.02,2.243554,2,2.243554,
4.662,18.02,2.245746,2,2.245746,
4.664,18.02,2.247938,2,2.247938,
4.666,18.02,2.250317,2,2.250317,
4.668,18.02,2.252715,2,2.252715,
4.67,18.02,2.255113,2,2.255113,
4.672,18.02,2.257511,2,2.257511,
4.674,18.02,2.259909,2,2.259909,
4.676,18.02,2.262307,2,2.262307,
4.678,18.02,2.264705,2,2.264705,
4.68,18.02,2.267103,2,2.267103,
4.682,18.02,2.271847,2,2.271847,
4.684,18.02,2.277099,2,2.277099,
4.686,18.02,2.282351,2,2.282351,
4.688,18.02,2.28691,2,2.28691,
4.69,18.02,2.28691,2,2.28691,
4.692,18.02,2.28691,2,2.28691,
4.694,18.02,2.28691,2,2.28691,
4.696,18.02,2.287881,2,2.287881,
4.698,18.02,2.289922,2,2.289922,
4.7,18.02,2.291963,2,2.291963,
4.702,18.02,2.294003,2,2.294003,
4.704,18.02,2.296044,2,2.296044,
4.706,18.02,2.298085,2,2.298085,
4.708,18.02,2.300126,2,2.300126,
4.71,18.02,2.302167,2,2.302167,
4.712,18.02,2.304207,2,2.304207,
4.714,18.02,2.306248,2,2.306248,
4.716,18.02,2.328162,2,2.328162,
4.718,18.02,2.331128,2,2.331128,
4.72,18.02,2.334094,2,2.334094,
4.722,18.02,2.33706,2,2.33706,
4.724,18.02,2.340026,2,2.340026,
4.726,18.02,2.342992,2,2.342992,
4.728,17.905531,2.345623,2,2.345623,
4.73,17.531264,2.347493,2,2.347493,
4.732,17.156998,2.349362,2,2.349362,
4.734,16.782732,2.351231,2,2.351231,
4.736,16.408465,2.353101,2,2.353101,
4.738,16.034199,2.35497,2,2.35497,
4.74,15.659933,2.35684,2,2.35684,
4.742,15.285667,2.358709,2,2.358709,
4.744,14.9114,2.360579,2,2.360579,
4.746,14.537134,2.362448,2,2.362448,
4.748,14.162868,2.364318,2,2.364318,
4.75,14.14,2.364432,2,2.364432,
4.752,14.14,2.364432,2,2.364432,
4.754,14.14,2.364432,2,2.364432,
4.756,14.14,2.364432,2,2.364432,
4.758,14.14,2.364432,2,2.364432,
4.76,14.14,2.364432,2,2.364432,
4.762,14.14,2.364432,2,2.364432,
4.764,14.14,2.364432,2,2.364432,
4.766,14.14,2.369117,2,2.369117,
4.768,14.14,2.380783,2,2.380783,
4.77,14.14,2.392449,2,2.392449,
4.772,14.14,2.403329,2,2.403329,
4.774,14.14,2.405049,2,2.405049,
4.776,14.14,2.406769,2,2.406769,
4.778,14.14,2.408489,2,2.408489,
4.78,14.14,2.410209,2,2.410209,
4.782,14.14,2.411929,2,2.411929,
4.784,14.14,2.413649,2,2.413649,
4.786,14.14,2.415369,2,2.415369,
4.788,14.14,2.417089,2,2.417089,
4.79,14.14,2.418809,2,2.418809,
4.792,14.14,2.420529,2,2.420529,
4.794,14.14,2.422248,2,2.422248,
4.796,14.14,2.424571,2,2.424571,
4.798,14.14,2.427034,2,2.427034,
4.8,14.14,2.429497,2,2.429497,
4.802,14.14,2.43196,2,2.43196,
4.804,14.14,2.434423,2,2.434423,
4.806,14.14,2.436886,2,2.436886,
4.808,14.14,2.43935,2,2.43935,
4.81,14.14,2.441813,2,2.441813,
4.812,14.14,2.445149,2,2.445149,
4.814,14.14,2.448538,2,2.448538,
4.816,14.14,2.451927,2,2.451927,
4.818,14.14,2.455316,2,2.455316,
4.82,14.14,2.458706,2,2.458706,
4.822,14.14,2.461717,2,2.461717,
4.824,14.14,2.463422,2,2.463422,
4.826,14.14,2.465128,2,2.465128,
4.828,14.14,2.466833,2,2.466833,
4.83,14.14,2.468538,2,2.468538,
4.832,14.14,2.470243,2,2.470243,
4.834,14.14,2.471948,2,2.471948,
4.836,14.14,2.473654,2,2.473654,
4.838,14.14,2.475359,2,2.475359,
4.84,14.14,2.477064,2,2.477064,
4.842,14.14,2.478769,2,2.478769,
4.844,14.14,2.480475,2,2.480475,
4.846,13.756585,2.480715,2,2.480715,
4.848,13.310156,2.480715,2,2.480715,
4.85,12.863728,2.480715,2,2.480715,
4.852,12.417299,2.480715,2,2.480715,
4.854,11.970871,2.480715,2,2.480715,
4.856,11.524442,2.480715,2,2.480715,
4.858,11.078013,2.480715,2,2.480715,
4.86,10.631585,2.480715,2,2.480715,
4.862,10.41,2.480937,2,2.480937,
4.864,10.41,2.482655,2,2.482655,
4.866,10.41,2.484372,2,2.484372,
4.868,10.41,2.48609,2,2.48609,
4.87,10.41,2.487808,2,2.487808,
4.872,10.41,2.489526,2,2.489526,
4.874,10.41,2.491244,2,2.491244,
4.876,10.41,2.492961,2,2.492961,
4.878,10.41,2.494679,2,2.494679,
4.88,10.41,2.496397,2,2.496397,
4.882,10.41,2.498115,2,2.498115,
4.884,10.41,2.499833,2,2.499833,
4.886,10.41,2.50192,2,2.50192,
4.888,10.41,2.504073,2,2.504073,
4.89,10.41,2.506227,2,2.506227,
4.892,10.41,2.50838,2,2.50838,
4.894,10.41,2.510534,2,2.510534,
4.896,10.41,2.512688,2,2.512688,
4.898,10.41,2.514841,2,2.514841,
4.9,10.41,2.516995,2,2.516995,
4.902,10.41,2.519149,2,2.519149,
4.904,10.41,2.520914,2,2.520914,
4.906,10.41,2.522611,2,2.522611,
4.908,10.41,2.524307,2,2.524307,
4.91,10.41,2.526003,2,2.526003,
4.912,10.41,2.527699,2,2.527699,
4.914,10.41,2.529395,2,2.529395,
4.916,10.41,2.531091,2,2.531091,
4.918,10.41,2.532788,2,2.532788,
4.92,10.41,2.534484,2,2.534484,
4.922,10.41,2.53618,2,2.53618,
4.924,10.41,2.537876,2,2.537876,
4.926,10.41,2.540757,2,2.540757,
4.928,10.41,2.545264,2,2.545264,
4.93,10.41,2.54977,2,2.54977,
4.932,10.41,2.554276,2,2.554276,
4.934,10.41,2.558782,2,2.558782,
4.936,10.41,2.563289,2,2.563289,
4.938,10.41,2.567795,2,2.567795,
4.94,10.41,2.572301,2,2.572301,
4.942,10.41,2.576807,2,2.576807,
4.944,10.41,2.579079,2,2.579079,
4.946,10.41,2.58086,2,2.58086,
4.948,10.41,2.582642,2,2.582642,
4.95,10.41,2.584423,2,2.584423,
4.952,10.41,2.586205,2,2.586205,
4.954,10.41,2.587986,2,2.587986,
4.956,10.41,2.589768,2,2.589768,
4.958,10.41,2.591549,2,2.591549,
4.96,10.41,2.593331,2,2.593331,
4.962,10.41,2.595112,2,2.595112,
4.964,10.41,2.596893,2,2.596893,
4.966,10.019369,2.599212,2,2.599212,
4.968,9.604202,2.601565,2,2.601565,
4.97,9.189036,2.603918,2,2.603918,
4.972,8.773869,2.606271,2,2.606271,
4.974,8.358702,2.608623,2,2.608623,
4.976,7.943535,2.610976,2,2.610976,
4.978,7.528368,2.613329,2,2.613329,
4.98,7.113201,2.615682,2,2.615682,
4.982,6.99,2.61847,2,2.61847,
4.984,6.99,2.621441,2,2.621441,
4.986,6.99,2.624413,2,2.624413,
4.988,6.99,2.627385,2,2.627385,
4.99,6.99,2.630357,2,2.630357,
4.992,6.99,2.633329,2,2.633329,
4.994,6.99,2.636104,2,2.636104,
4.996,6.99,2.637995,2,2.637995,
4.998,6.99,2.639885,2,2.639885,
5,6.99,2.641776,2,2.641776,
5.002,6.99,2.643667,2,2.643667,
5.004,6.99,2.645557,2,2.645557,
5.006,6.99,2.647448,2,2.647448,
5.008,6.99,2.649339,2,2.649339,
5.01,6.99,2.65123,2,2.65123,
5.012,6.99,2.65312,2,2.65312,
5.014,6.99,2.655011,2,2.655011,
5.016,6.99,2.655141,2,2.655141,
5.018,6.99,2.655141,2,2.655141,
5.02,6.99,2.655141,2,2.655141,
5.022,6.99,2.655141,2,2.655141,
5.024,6.99,2.655141,2,2.655141,
5.026,6.99,2.655141,2,2.655141,
5.028,6.99,2.655141,2,2.655141,
5.03,6.99,2.655141,2,2.655141,
5.032,6.99,2.655141,2,2.655141,
5.034,6.99,2.655141,2,2.655141,
5.036,6.99,2.655141,2,2.655141,
5.038,6.99,2.655141,2,2.655141,
5.04,6.99,2.655141,2,2.655141,
5.042,6.99,2.655141,2,2.655141,
5.044,6.99,2.655141,2,2.655141,
5.046,6.99,2.655141,2,2.655141,
5.048,6.99,2.655141,2,2.655141,
5.05,6.99,2.655141,2,2.655141,
5.052,6.99,2.655141,2,2.655141,
5.054,6.99,2.655141,2,2.655141,
5.056,6.99,2.655141,2,2.655141,
5.058,6.99,2.655141,2,2.655141,
5.06,6.99,2.655141,2,2.655141,
5.062,6.99,2.655141,2,2.655141,
5.064,6.99,2.655141,2,2.655141,
5.066,6.99,2.655141,2,2.655141,
5.068,6.99,2.655141,2,2.655141,
5.07,6.99,2.655141,2,2.655141,
5.072,6.99,2.655141,2,2.655141,
5.074,6.99,2.655141,2,2.655141,
5.076,6.99,2.655141,2,2.655141,
5.078,6.99,2.655141,2,2.655141,
5.08,6.99,2.655141,2,2.655141,
5.082,6.99,2.655141,2,2.655141,
5.084,6.99,2.655141,2,2.655141,
5.086,6.99,2.655141,2,2.655141,
5.088,6.99,2.655141,2,2.655141,
5.09,6.99,2.655141,2,2.655141,
5.092,6.99,2.655141,2,2.655141,
5.094,6.713708,2.653739,2,2.653739,
5.096,6.253106,2.651402,2,2.651402,
5.098,5.792505,2.649065,2,2.649065,
5.1,5.331903,2.646729,2,2.646729,
5.102,4.871301,2.644392,2,2.644392,
5.104,4.4107,2.642055,2,2.642055,
5.106,3.950098,2.639718,2,2.639718,
5.108,3.489496,2.637381,2,2.637381,
5.11,3.17,2.63576,2,2.63576,
5.112,3.17,2.63576,2,2.63576,
5.114,3.17,2.63576,2,2.63576,
5.116,3.17,2.63576,2,2.63576,
5.118,3.17,2.63576,2,2.63576,
5.12,3.17,2.63576,2,2.63576,
5.122,3.17,2.63576,2,2.63576,
5.124,3.17,2.63576,2,2.63576,
5.126,3.17,2.63576,2,2.63576,
5.128,3.17,2.63576,2,2.63576,
5.13,3.17,2.63576,2,2.63576,
5.132,3.17,2.63576,2,2.63576,
5.134,3.17,2.63576,2,2.63576,
5.136,3.17,2.63576,2,2.63576,
5.138,3.17,2.63576,2,2.63576,
5.14,3.17,2.63576,2,2.63576,
5.142,3.17,2.63576,2,2.63576,
5.144,3.17,2.63576,2,2.63576,
5.146,3.17,2.63576,2,2.63576,
5.148,3.17,2.63576,2,2.63576,
5.15,3.17,2.63576,2,2.63576,
5.152,3.17,2.63576,2,2.63576,
5.154,3.17,2.63576,2,2.63576,
5.156,3.17,2.633368,2,2.633368,
5.158,3.17,2.630963,2,2.630963,
5.16,3.17,2.628557,2,2.628557,
5.162,3.17,2.626152,2,2.626152,
5.164,3.17,2.623747,2,2.623747,
5.166,3.17,2.621342,2,2.621342,
5.168,3.17,2.618937,2,2.618937,
5.17,3.17,2.616532,2,2.616532,
5.172,3.17,2.61638,2,2.61638,
5.174,3.17,2.61638,2,2.61638,
5.176,3.17,2.61638,2,2.61638,
5.178,3.17,2.61638,2,2.61638,
5.18,3.17,2.61638,2,2.61638,
5.182,3.17,2.61638,2,2.61638,
5.184,3.17,2.61638,2,2.61638,
5.186,3.17,2.61638,2,2.61638,
5.188,3.17,2.61638,2,2.61638,
5.19,3.17,2.61638,2,2.61638,
5.192,3.17,2.61638,2,2.61638,
5.194,3.17,2.61638,2,2.61638,
5.196,2.901057,2.615019,2,2.615019,
5.198,2.560343,2.613295,2,2.613295,
5.2,2.219629,2.611571,2,2.611571,
5.202,1.878915,2.609846,2,2.609846,
5.204,1.538201,2.608122,2,2.608122,
5.206,1.197487,2.606398,2,2.606398,
5.208,0.856773,2.604674,2,2.604674,
5.21,0.51606,2.60295,2,2.60295,
5.212,0.175346,2.601226,2,2.601226,
5.214,-0.165368,2.599502,2,2.599502,
5.216,-0.506082,2.597778,2,2.597778,
5.218,-0.66,2.596999,2,2.596999,
5.22,-0.66,2.596999,2,2.596999,
5.222,-0.66,2.596999,2,2.596999,
5.224,-0.66,2.596999,2,2.596999,
5.226,-0.66,2.596999,2,2.596999,
5.228,-0.66,2.596999,2,2.596999,
5.23,-0.66,2.596999,2,2.596999,
5.232,-0.66,2.596999,2,2.596999,
5.234,-0.66,2.596999,2,2.596999,
5.236,-0.66,2.596999,2,2.596999,
5.238,-0.66,2.596999,2,2.596999,
5.24,-0.66,2.596999,2,2.596999,
5.242,-0.66,2.596999,2,2.596999,
5.244,-0.66,2.596999,2,2.596999,
5.246,-0.66,2.596999,2,2.596999,
5.248,-0.66,2.596999,2,2.596999,
5.25,-0.66,2.596999,2,2.596999,
5.252,-0.66,2.596999,2,2.596999,
5.254,-0.66,2.596999,2,2.596999,
5.256,-0.66,2.596999,2,2.596999,
5.258,-0.66,2.596999,2,2.596999,
5.26,-0.66,2.596999,2,2.596999,
5.262,-0.66,2.596999,2,2.596999,
5.264,-0.66,2.59647,2,2.59647,
5.266,-0.66,2.594549,2,2.594549,
5.268,-0.66,2.592629,2,2.592629,
5.27,-0.66,2.590708,2,2.590708,
5.272,-0.66,2.588788,2,2.588788,
5.274,-0.66,2.586868,2,2.586868,
5.276,-0.66,2.584947,2,2.584947,
5.278,-0.66,2.583027,2,2.583027,
5.28,-0.66,2.581106,2,2.581106,
5.282,-0.66,2.579186,2,2.579186,
5.284,-0.66,2.577618,2,2.577618,
5.286,-0.66,2.577618,2,2.577618,
5.288,-0.66,2.577618,2,2.577618,
5.29,-0.66,2.577618,2,2.577618,
5.292,-0.66,2.577618,2,2.577618,
5.294,-0.66,2.577618,2,2.577618,
5.296,-0.66,2.577618,2,2.577618,
5.298,-0.66,2.577618,2,2.577618,
5.3,-0.66,2.577618,2,2.577618,
5.302,-0.66,2.577618,2,2.577618,
5.304,-0.66,2.577618,2,2.577618,
5.306,-0.66,2.577618,2,2.577618,
5.308,-0.66,2.577618,2,2.577618,
5.31,-0.66,2.577618,2,2.577618,
5.312,-0.66,2.577618,2,2.577618,
5.314,-0.66,2.577618,2,2.577618,
5.316,-0.66,2.577618,2,2.577618,
5.318,-0.66,2.577618,2,2.577618,
5.32,-0.66,2.577618,2,2.577618,
5.322,-0.66,2.577618,2,2.577618,
5.324,-0.66,2.577618,2,2.577618,
5.326,-0.66,2.577618,2,2.577618,
5.328,-0.66,2.577618,2,2.577618,
5.33,-0.66,2.577618,2,2.577618,
5.332,-0.66,2.577618,2,2.577618,
5.334,-0.688749,2.577618,2,2.577618,
5.336,-1.106011,2.577618,2,2.577618,
5.338,-1.523272,2.577618,2,2.577618,
5.34,-1.940534,2.577618,2,2.577618,
5.342,-2.357795,2.577618,2,2.577618,
5.344,-2.775057,2.577618,2,2.577618,
5.346,-3.192318,2.577618,2,2.577618,
5.348,-3.609579,2.577618,2,2.577618,
5.35,-4.026841,2.577618,2,2.577618,
5.352,-4.08,2.574916,2,2.574916,
5.354,-4.08,2.57182,2,2.57182,
5.356,-4.08,2.568723,2,2.568723,
5.358,-4.08,2.565627,2,2.565627,
5.36,-4.08,2.56253,2,2.56253,
5.362,-4.08,2.559434,2,2.559434,
5.364,-4.08,2.558238,2,2.558238,
5.366,-4.08,2.558238,2,2.558238,
5.368,-4.08,2.558238,2,2.558238,
5.37,-4.08,2.558238,2,2.558238,
5.372,-4.08,2.558238,2,2.558238,
5.374,-4.08,2.558238,2,2.558238,
5.376,-4.08,2.558238,2,2.558238,
5.378,-4.08,2.558238,2,2.558238,
5.38,-4.08,2.558238,2,2.558238,
5.382,-4.08,2.558238,2,2.558238,
5.384,-4.08,2.558238,2,2.558238,
5.386,-4.08,2.558238,2,2.558238,
5.388,-4.08,2.558238,2,2.558238,
5.39,-4.08,2.558238,2,2.558238,
5.392,-4.08,2.558238,2,2.558238,
5.394,-4.08,2.558238,2,2.558238,
5.396,-4.08,2.558238,2,2.558238,
5.398,-4.08,2.558238,2,2.558238,
5.4,-4.08,2.558238,2,2.558238,
5.402,-4.08,2.558238,2,2.558238,
5.404,-4.08,2.558238,2,2.558238,
5.406,-4.08,2.558238,2,2.558238,
5.408,-4.08,2.558238,2,2.558238,
5.41,-4.08,2.558238,2,2.558238,
5.412,-4.08,2.558238,2,2.558238,
5.414,-4.08,2.558238,2,2.558238,
5.416,-4.08,2.558238,2,2.558238,
5.418,-4.08,2.558238,2,2.558238,
5.42,-4.08,2.558238,2,2.558238,
5.422,-4.08,2.558238,2,2.558238,
5.424,-4.08,2.558238,2,2.558238,
5.426,-4.08,2.558238,2,2.558238,
5.428,-4.08,2.558238,2,2.558238,
5.43,-4.08,2.558238,2,2.558238,
5.432,-4.08,2.558238,2,2.558238,
5.434,-4.08,2.558238,2,2.558238,
5.436,-4.08,2.558238,2,2.558238,
5.438,-4.08,2.558238,2,2.558238,
5.44,-4.08,2.558238,2,2.558238,
5.442,-4.08,2.558238,2,2.558238,
5.444,-4.08,2.558238,2,2.558238,
5.446,-4.302413,2.558238,2,2.558238,
5.448,-4.655619,2.558238,2,2.558238,
5.45,-5.008824,2.558238,2,2.558238,
5.452,-5.36203,2.558238,2,2.558238,
