%===============================================================
%     CTR DATA FORMAT #1 (Revision 2019.06.27)
%     TITLE : Ball-Joint Torque Test Data File  
%===============================================================
BEGIN_OF_HEADER
SAVED_DATE = 1/26/2026 5:10:24 PM
SAMPLE INFO = ///DEVELOPMENT/2026-01-23
TEST FUNCTION = TRIANGULAR
TEST FREQUENCY =0.214286
TEST CYCLE =4.000000
NUMBER_OF_COLUMNS = 7
COLUMN_NAME = [Save,State,Cycle,Time,Command,Angle,Torque]
COLUMN_UNIT = [NA,NA,Cycle,sec,Dgree,Dgree,N*m]
COLUMN_LENGTH = [9335,9335,9335,9335,9335,9335,9335]
COLUMN_MAXIMUM = [1.000000,3.000000,4.000000,18.670000,35.000000,34.503018,8.882244]
COLUMN_MINIMUM = [1.000000,3.000000,1.000000,0.002000,-35.000000,-34.493402,-2.127067]
COLUMN_START = [1.000000,3.000000,1.000000,0.002000,0.000000,0.000386,0.043356]
COLUMN_STOP = [1.000000,3.000000,4.000000,18.670000,0.040000,-1.410978,2.058291]
COLUMN_DELTA = [0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000]
COLUMN_DELTA_UNIT = [sec,sec,sec,sec,sec,sec,sec]
END_OF_HEADER
1.000000,3.000000,1.000000,0.438000,13.080000,11.640822,2.490062
1.000000,3.000000,1.000000,0.440000,13.140000,11.701353,2.490617
1.000000,3.000000,1.000000,0.442000,13.200000,11.761966,2.491938
1.000000,3.000000,1.000000,0.444000,13.260000,11.822635,2.492935
1.000000,3.000000,1.000000,0.446000,13.320000,11.883333,2.492538
1.000000,3.000000,1.000000,0.448000,13.380000,11.944039,2.490155
1.000000,3.000000,1.000000,0.450000,13.440000,12.004729,2.485949
1.000000,3.000000,1.000000,0.452000,13.500000,12.065379,2.480815
1.000000,3.000000,1.000000,0.454000,13.560000,12.125961,2.476056
1.000000,3.000000,1.000000,0.456000,13.620000,12.186448,2.472888
1.000000,3.000000,1.000000,0.458000,13.680000,12.246809,2.471958
1.000000,3.000000,1.000000,0.460000,13.740000,12.307014,2.473070
1.000000,3.000000,1.000000,0.462000,13.800000,12.367035,2.475235
1.000000,3.000000,1.000000,0.464000,13.860000,12.426854,2.477028
1.000000,3.000000,1.000000,0.466000,13.920000,12.486465,2.477128
1.000000,3.000000,1.000000,0.468000,13.980000,12.545878,2.474841
1.000000,3.000000,1.000000,0.470000,14.040000,12.605120,2.470392
1.000000,3.000000,1.000000,0.472000,14.100000,12.664241,2.464879
1.000000,3.000000,1.000000,0.474000,14.160000,12.723306,2.459898
1.000000,3.000000,1.000000,0.476000,14.220000,12.782390,2.456965
1.000000,3.000000,1.000000,0.478000,14.280000,12.841570,2.456957
1.000000,3.000000,1.000000,0.480000,14.340000,12.900916,2.459777
1.000000,3.000000,1.000000,0.482000,14.400000,12.960481,2.464374
1.000000,3.000000,1.000000,0.484000,14.460000,13.020295,2.469106
1.000000,3.000000,1.000000,0.486000,14.520000,13.080361,2.472324
1.000000,3.000000,1.000000,0.488000,14.580000,13.140659,2.472961
1.000000,3.000000,1.000000,0.490000,14.640000,13.201150,2.470889
1.000000,3.000000,1.000000,0.492000,14.700000,13.261782,2.466947
1.000000,3.000000,1.000000,0.494000,14.760000,13.322503,2.462597
1.000000,3.000000,1.000000,0.496000,14.820000,13.383264,2.459362
1.000000,3.000000,1.000000,0.498000,14.880000,13.444022,2.458248
1.000000,3.000000,1.000000,0.500000,14.940000,13.504745,2.459371
1.000000,3.000000,1.000000,0.502000,15.000000,13.565408,2.461921
1.000000,3.000000,1.000000,0.504000,15.060000,13.625986,2.464475
1.000000,3.000000,1.000000,0.506000,15.120000,13.686456,2.465551
1.000000,3.000000,1.000000,0.508000,15.180000,13.746792,2.464165
1.000000,3.000000,1.000000,0.510000,15.240000,13.806965,2.460211
1.000000,3.000000,1.000000,0.512000,15.300000,13.866952,2.454501
1.000000,3.000000,1.000000,0.514000,15.360000,13.926734,2.448474
1.000000,3.000000,1.000000,0.516000,15.420000,13.986313,2.443666
1.000000,3.000000,1.000000,0.518000,15.480000,14.045708,2.441171
1.000000,3.000000,1.000000,0.520000,15.540000,14.104964,2.441269
1.000000,3.000000,1.000000,0.522000,15.600000,14.164144,2.443379
1.000000,3.000000,1.000000,0.524000,15.660000,14.223327,2.446330
1.000000,3.000000,1.000000,0.526000,15.720000,14.282599,2.448844
1.000000,3.000000,1.000000,0.528000,15.780000,14.342034,2.450034
1.000000,3.000000,1.000000,0.530000,15.840000,14.401691,2.449726
1.000000,3.000000,1.000000,0.532000,15.900000,14.461602,2.448474
1.000000,3.000000,1.000000,0.534000,15.960000,14.521770,2.447281
1.000000,3.000000,1.000000,0.536000,16.020000,14.582169,2.447126
1.000000,3.000000,1.000000,0.538000,16.080000,14.642753,2.448514
1.000000,3.000000,1.000000,0.540000,16.140000,14.703462,2.451213
1.000000,3.000000,1.000000,0.542000,16.200000,14.764239,2.454302
1.000000,3.000000,1.000000,0.544000,16.260000,14.825031,2.456515
1.000000,3.000000,1.000000,0.546000,16.320000,14.885803,2.456744
1.000000,3.000000,1.000000,0.548000,16.380000,14.946533,2.454503
